seller,region,leadtime
2398914481,CEInt,Std6
2398914481,DFCap,Std3
2398914481,DFCap,Std3
2398914481,ESCap,Std4
2398914481,ESCap,Std5
2398914481,ESInt,Std5
2398914481,GOCap,Std5
2398914481,GOCap,Std3
2398914481,GOInt,Std5
2398914481,GOInt,Std4
2398914481,MACap,Std4
2398914481,MAInt,Std7
2398914481,MGCap,Std3
2398914481,MGCap,Std3
2398914481,MGInt,Std3
2398914481,MGInt,Std3
2398914481,MSCap,Std5
2398914481,MSInt,Std5
2398914481,MTCap,Std5
2398914481,MTInt,Std5
2398914481,PACap,Std5
2398914481,PAInt,Std6
2398914481,PBCap,Std6
2398914481,PECap,Std5
2398914481,PECap,Std5
2398914481,PEInt,Std6
2398914481,PICap,Std5
2398914481,PIInt,Std6
2398914481,PRCap,Std3
2398914481,PRCap,Std3
2398914481,PRInt,Std4
2398914481,RJCap,Std2
2398914481,RJCap,Std2
2398914481,RJInt,Std3
2398914481,RNCap,Std5
2398914481,RNInt,Std5
2398914481,ROCap,Std6
2398914481,ROInt,Std5
2398914481,RRCap,Std6
2398914481,RRInt,Std6
2398914481,RSCap,Std2
2398914481,RSCap,Std3
2398914481,RSInt,Std5
2398914481,RSInt,Std4
2398914481,SCCap,Std4
2398914481,SCInt,Std4
2398914481,SCInt,Std4
2398914481,SECap,Std5
2398914481,SEInt,Std4
2398914481,SPCap,Std4
2398914481,SPCap,Std3
2398914481,SPInt,Std4
2398914481,SPInt,Std4
2398914481,TOCap,Std5
2398914481,TOInt,Std5
2404226750,RSInt,Std3
2410775433,BACap,Std4
2410775433,BAInt,Std5
2410775433,DFCap,Std3
2410775433,ESCap,Std2
2410775433,GOCap,Std4
2410775433,GOInt,Std5
2410775433,MACap,Std6
2410775433,MGCap,Std2
2410775433,MGInt,Std2
2410775433,MSCap,Std3
2410775433,PACap,Std5
2410775433,PAInt,Std5
2410775433,PBCap,Std6
2410775433,PBInt,Std5
2410775433,PECap,Std6
2410775433,PEInt,Std5
2410775433,PIInt,Std4
2410775433,PRCap,Std3
2410775433,PRInt,Std3
2410775433,RJCap,Std3
2410775433,RJInt,Std3
2410775433,RNCap,Std4
2410775433,RSCap,Std3
2410775433,RSInt,Std4
2410775433,SCCap,Std3
2410775433,SCInt,Std5
2410775433,SPCap,Std2
2410775433,SPInt,Std3
2425109130,MGCap,Std3
2425109130,SPCap,Std3
2425109130,SPInt,Std5
2428994269,ALCap,Std5
2428994269,BAInt,Std4
2428994269,DFCap,Std4
2428994269,MGInt,Std5
2428994269,PEInt,Std5
2428994269,PRInt,Std5
2428994269,RJCap,Std3
2428994269,RSInt,Std3
2428994269,SPCap,Std4
2429562510,AMCap,Std2
2429562510,BAInt,Std5
2429562510,CEInt,Std5
2429562510,DFCap,Std2
2429562510,ESInt,Std4
2429562510,GOCap,Std4
2429562510,MACap,Std5
2429562510,MGCap,Std3
2429562510,MGInt,Std3
2429562510,PBCap,Std4
2429562510,PICap,Std7
2429562510,PRInt,Std5
2429562510,RJCap,Std3
2429562510,RJInt,Std3
2429562510,RSCap,Std4
2429562510,SPCap,Std2
2429562510,SPInt,Std3
2431197873,GOCap,Std4
2431197873,SPInt,Std3
2448296627,SPInt,Std3
2448323271,CEInt,Std5
2448323271,DFCap,Std3
2448323271,MGInt,Std3
2448323271,PACap,Std6
2448323271,PBCap,Std5
2448323271,PBInt,Std5
2448323271,RJCap,Std4
2448323271,RSInt,Std5
2448323271,SPCap,Std3
2463256274,AMCap,Std3
2463256274,DFCap,Std2
2463256274,PACap,Std5
2463256274,PRInt,Std4
2463256274,RJInt,Std5
2463256274,SPCap,Std2
2472018070,RSCap,Std2
2472018070,SCInt,Std2
2472018070,SPCap,Std3
2476796441,ALCap,Std2
2476796441,ALInt,Std5
2476796441,AMCap,Std2
2476796441,BACap,Std4
2476796441,BAInt,Std2
2476796441,DFCap,Std5
2476796441,DFCap,Std5
2476796441,ESCap,Std5
2476796441,ESInt,Std3
2476796441,GOCap,Std5
2476796441,GOInt,Std6
2476796441,MGCap,Std3
2476796441,MGCap,Std4
2476796441,MGInt,Std4
2476796441,MGInt,Std4
2476796441,MSCap,Std6
2476796441,MTCap,Std7
2476796441,PACap,Std6
2476796441,PBCap,Std2
2476796441,PBInt,Std4
2476796441,PECap,Std6
2476796441,PICap,Std4
2476796441,PRCap,Std2
2476796441,PRInt,Std5
2476796441,RJCap,Std4
2476796441,RJCap,Std5
2476796441,RJInt,Std4
2476796441,RJInt,Std3
2476796441,RNInt,Std6
2476796441,ROInt,Std4
2476796441,RRCap,Std7
2476796441,RSInt,Std3
2476796441,SCCap,Std3
2476796441,SCInt,Std2
2476796441,SPCap,Std3
2476796441,SPCap,Std4
2476796441,SPInt,Std4
2476796441,SPInt,Std3
2476796441,SPInt,Std4
2484134337,MGCap,Std2
2484134337,PRCap,Std3
2484134337,SPCap,Std3
2484475047,BAInt,Std5
2485747327,ALCap,Std7
2485747327,BACap,Std3
2485747327,CECap,Std4
2485747327,CEInt,Std5
2485747327,ESCap,Std4
2485747327,ESInt,Std4
2485747327,MACap,Std6
2485747327,MAInt,Std5
2485747327,MGCap,Std2
2485747327,MGInt,Std3
2485747327,PBCap,Std5
2485747327,PRCap,Std1
2485747327,PRInt,Std3
2485747327,RJCap,Std1
2485747327,RJInt,Std4
2485747327,RSInt,Std5
2485747327,SCInt,Std4
2485747327,SPCap,Std3
2489368227,MGInt,Std4
2493642816,BAInt,Std5
2493642816,DFCap,Std3
2493642816,MGInt,Std5
2493642816,MGInt,Std4
2493642816,PRCap,Std3
2493642816,SPCap,Std1
2493642816,SPInt,Std1
2497574421,ALCap,Std5
2497574421,ALInt,Std6
2497574421,MGCap,Std4
2497574421,RJInt,Std4
2497574421,SPCap,Std2
2497625610,ALCap,Std5
2497625610,AMCap,Std2
2497625610,BACap,Std5
2497625610,BAInt,Std4
2497625610,CECap,Std3
2497625610,DFCap,Std3
2497625610,ESCap,Std5
2497625610,ESInt,Std4
2497625610,GOInt,Std3
2497625610,MACap,Std6
2497625610,MAInt,Std6
2497625610,MGCap,Std2
2497625610,MGInt,Std5
2497625610,MTCap,Std5
2497625610,MTInt,Std3
2497625610,PACap,Std6
2497625610,PBCap,Std4
2497625610,PECap,Std4
2497625610,PRCap,Std3
2497625610,PRInt,Std3
2497625610,RJCap,Std3
2497625610,RJInt,Std4
2497625610,RNCap,Std5
2497625610,RNInt,Std5
2497625610,RSCap,Std2
2497625610,RSInt,Std3
2497625610,SCInt,Std3
2497625610,SEInt,Std2
2497625610,SPCap,Std2
2497625610,SPInt,Std4
2507791293,DFCap,Std4
2507791293,SPCap,Std4
2538772000,PRCap,Std4
2539542846,PACap,Std5
2539542846,SPInt,Std1
2540857900,BACap,Std4
2540857900,BAInt,Std3
2540857900,DFCap,Std5
2540857900,MAInt,Std6
2540857900,MGCap,Std3
2540857900,MGInt,Std5
2540857900,MSInt,Std5
2540857900,MTInt,Std5
2540857900,PECap,Std3
2540857900,PRCap,Std3
2540857900,PRInt,Std4
2540857900,RJCap,Std3
2540857900,RJInt,Std3
2540857900,RSCap,Std3
2540857900,RSInt,Std4
2540857900,SCInt,Std5
2540857900,SPCap,Std3
2540857900,SPInt,Std4
2542751477,SPInt,Std5
2548849421,RSInt,Std6
2550138117,ALCap,Std3
2550138117,APCap,Std5
2550138117,CECap,Std3
2550138117,DFCap,Std1
2550138117,MACap,Std5
2550138117,MGCap,Std1
2550138117,MGInt,Std1
2550138117,MTInt,Std2
2550138117,PRInt,Std2
2550138117,RJCap,Std2
2550138117,RJInt,Std3
2550138117,RRCap,Std3
2550138117,RSCap,Std1
2550138117,RSInt,Std3
2550138117,SCCap,Std1
2550138117,SCInt,Std2
2550138117,SPCap,Std1
2550138117,SPInt,Std1
2550138117,TOCap,Std2
2550138117,TOInt,Std4
2556268657,APCap,Std7
2556268657,BAInt,Std6
2556268657,GOCap,Std3
2556268657,MGCap,Std3
2556268657,PAInt,Std6
2556268657,PRInt,Std6
2556268657,RJCap,Std6
2556268657,RJInt,Std3
2556268657,ROCap,Std6
2556268657,SPCap,Std2
2556268657,SPInt,Std3
2558152127,DFCap,Std5
2558152127,MGInt,Std5
2558152127,PRCap,Std5
2558152127,PRInt,Std3
2558152127,SCInt,Std5
2558152127,SPCap,Std2
2561795797,BAInt,Std5
2569683852,ALCap,Std6
2569683852,ALInt,Std5
2569683852,AMCap,Std3
2569683852,APCap,Std5
2569683852,BACap,Std3
2569683852,BAInt,Std5
2569683852,CECap,Std5
2569683852,CEInt,Std5
2569683852,DFCap,Std3
2569683852,ESCap,Std4
2569683852,ESInt,Std4
2569683852,GOCap,Std4
2569683852,GOInt,Std5
2569683852,MACap,Std6
2569683852,MAInt,Std6
2569683852,MGCap,Std3
2569683852,MGInt,Std3
2569683852,MSCap,Std5
2569683852,MSInt,Std6
2569683852,MTCap,Std5
2569683852,MTInt,Std5
2569683852,PACap,Std5
2569683852,PAInt,Std6
2569683852,PBCap,Std5
2569683852,PBInt,Std5
2569683852,PECap,Std4
2569683852,PEInt,Std5
2569683852,PICap,Std5
2569683852,PIInt,Std5
2569683852,PRCap,Std3
2569683852,PRInt,Std4
2569683852,RJCap,Std3
2569683852,RJInt,Std3
2569683852,RNCap,Std6
2569683852,RNInt,Std5
2569683852,ROCap,Std4
2569683852,ROInt,Std4
2569683852,RRCap,Std4
2569683852,RSCap,Std3
2569683852,RSInt,Std4
2569683852,SCCap,Std3
2569683852,SCInt,Std4
2569683852,SECap,Std4
2569683852,SEInt,Std5
2569683852,SPCap,Std2
2569683852,SPInt,Std3
2569683852,TOInt,Std4
2570098976,SPCap,Std1
2574290341,DFCap,Std4
2574290341,ESCap,Std3
2574290341,MGCap,Std3
2574290341,MGInt,Std6
2574290341,PRCap,Std5
2574290341,RJCap,Std5
2574290341,RJInt,Std4
2574290341,ROCap,Std5
2574290341,SCCap,Std3
2574290341,SPCap,Std3
2574290341,SPInt,Std3
2576395556,PRCap,Std4
2576395556,SPCap,Std2
2601270213,ALCap,Std6
2601270213,AMCap,Std
2601270213,BACap,Std5
2601270213,BAInt,Std5
2601270213,CECap,Std6
2601270213,CEInt,Std5
2601270213,DFCap,Std4
2601270213,ESCap,Std3
2601270213,ESInt,Std5
2601270213,GOCap,Std4
2601270213,GOInt,Std5
2601270213,MGCap,Std3
2601270213,MGInt,Std3
2601270213,MSCap,Std5
2601270213,MSInt,Std5
2601270213,MTInt,Std4
2601270213,PACap,Std6
2601270213,PAInt,Std6
2601270213,PEInt,Std6
2601270213,PICap,Std6
2601270213,PRCap,Std3
2601270213,PRInt,Std5
2601270213,RJCap,Std3
2601270213,RJCap,Std4
2601270213,RJInt,Std4
2601270213,RJInt,Std5
2601270213,RSCap,Std4
2601270213,RSInt,Std4
2601270213,RSInt,Std4
2601270213,SCInt,Std4
2601270213,SECap,Std5
2601270213,SPCap,Std2
2601270213,SPCap,Std1
2601270213,SPCap,Std1
2601270213,SPCap,Std1
2601270213,SPInt,Std2
2601270213,SPInt,Std1
2601733726,CECap,Std5
2601733726,GOCap,Std1
2601733726,MGCap,Std3
2601733726,PEInt,Std5
2601733726,PRCap,Std4
2601733726,PRCap,Std3
2601733726,RSInt,Std4
2601733726,RSInt,Std4
2601733726,SCInt,Std3
2601733726,SCInt,Std4
2601733726,SPCap,Std4
2601733726,SPCap,Std3
2601733726,SPInt,Std3
2609464366,MGInt,Std7
2609464366,RSCap,Std1
2610632887,ACCap,Std7
2610632887,DFCap,Std3
2610632887,MGCap,Std5
2610632887,MGInt,Std4
2610632887,MSCap,Std
2610632887,MTCap,Std4
2610632887,PRInt,Std4
2610632887,RJCap,Std4
2610632887,RSCap,Std2
2610632887,RSInt,Std4
2610632887,SCCap,Std4
2610632887,SPCap,Std5
2610632887,SPInt,Std4
2611920147,APCap,Std
2611920147,DFCap,Std2
2611920147,MGInt,Std6
2611920147,PACap,Std6
2611920147,PECap,Std5
2611920147,PICap,Std5
2611920147,PRInt,Std5
2611920147,RJCap,Std4
2611920147,RJInt,Std4
2611920147,SPCap,Std2
2611920147,SPInt,Std6
2613803587,RSInt,Std4
2613803587,SPCap,Std2
2613803587,SPInt,Std3
2615252747,ALCap,Std5
2615252747,ALInt,Std6
2615252747,AMCap,Std7
2615252747,AMInt,Std7
2615252747,APCap,Std5
2615252747,APInt,Std7
2615252747,BACap,Std5
2615252747,BAInt,Std5
2615252747,CECap,Std6
2615252747,CEInt,Std6
2615252747,DFCap,Std4
2615252747,ESCap,Std5
2615252747,ESInt,Std5
2615252747,GOCap,Std5
2615252747,GOInt,Std6
2615252747,MACap,Std6
2615252747,MAInt,Std6
2615252747,MGCap,Std4
2615252747,MGInt,Std4
2615252747,MSCap,Std6
2615252747,MSInt,Std5
2615252747,MTCap,Std6
2615252747,MTInt,Std6
2615252747,PACap,Std6
2615252747,PAInt,Std7
2615252747,PBCap,Std5
2615252747,PBInt,Std6
2615252747,PECap,Std6
2615252747,PEInt,Std5
2615252747,PICap,Std6
2615252747,PIInt,Std6
2615252747,PRCap,Std4
2615252747,PRInt,Std5
2615252747,RJCap,Std5
2615252747,RJInt,Std5
2615252747,RNCap,Std5
2615252747,RNInt,Std5
2615252747,ROCap,Std7
2615252747,ROInt,Std6
2615252747,RRCap,Std5
2615252747,RSCap,Std5
2615252747,RSInt,Std5
2615252747,SCCap,Std5
2615252747,SCInt,Std5
2615252747,SECap,Std5
2615252747,SEInt,Std6
2615252747,SPCap,Std3
2615252747,SPInt,Std3
2615252747,TOCap,Std6
2615252747,TOInt,Std6
2620310496,DFCap,Std2
2620310496,MGInt,Std5
2620310496,RJCap,Std4
2620310496,RJInt,Std3
2620310496,SCInt,Std3
2620310496,SPCap,Std3
2620310496,SPInt,Std3
2628148262,SPCap,Std1
2628148262,SPInt,Std3
2632276381,BACap,Std5
2632276381,DFCap,Std4
2632276381,GOCap,Std4
2632276381,MGCap,Std3
2632276381,MGCap,Std6
2632276381,MGInt,Std3
2632276381,MGInt,Std5
2632276381,PBCap,Std6
2632276381,PRCap,Std3
2632276381,RJCap,Std4
2632276381,RJCap,Std4
2632276381,RJInt,Std4
2632276381,RJInt,Std6
2632276381,RSInt,Std5
2632276381,SCCap,Std6
2632276381,SCInt,Std6
2632276381,SPCap,Std4
2632276381,SPCap,Std5
2632276381,SPInt,Std3
2632276381,SPInt,Std3
2635564797,PRCap,Std3
2635564797,RJInt,Std6
2635564797,RSInt,Std1
2635564797,SPCap,Std5
2636872227,MGCap,Std5
2636872227,RJCap,Std2
2640552526,PRInt,Std5
2650385636,SPCap,Std3
2655592757,BAInt,Std6
2655592757,DFCap,Std5
2655592757,MTInt,Std6
2655592757,RJInt,Std2
2655592757,SCInt,Std5
2655592757,SPCap,Std1
2661475881,DFCap,Std6
2661475881,MGInt,Std5
2661475881,SPCap,Std3
2661615007,ACCap,Std5
2661615007,BACap,Std5
2661615007,BAInt,Std5
2661615007,CEInt,Std5
2661615007,DFCap,Std4
2661615007,ESInt,Std4
2661615007,MGCap,Std3
2661615007,MGInt,Std2
2661615007,MSCap,Std4
2661615007,PAInt,Std6
2661615007,PBInt,Std6
2661615007,PECap,Std5
2661615007,PRInt,Std5
2661615007,RJCap,Std3
2661615007,RSCap,Std6
2661615007,RSInt,Std5
2661615007,SCInt,Std3
2661615007,SPCap,Std3
2661615007,SPInt,Std5
2662369947,DFCap,Std3
2662369947,ESInt,Std5
2662369947,RJInt,Std1
2662369947,SPCap,Std1
2675916347,ALCap,Std5
2675916347,CECap,Std6
2675916347,MGCap,Std5
2675916347,MGInt,Std4
2675916347,RJInt,Std3
2675916347,SPCap,Std2
2675916347,SPInt,Std1
2676647637,ESCap,Std2
2676647637,RJCap,Std2
2680648157,BAInt,Std5
2680648157,CEInt,Std6
2680648157,DFCap,Std2
2680648157,GOCap,Std5
2680648157,MAInt,Std6
2680648157,MGCap,Std2
2680648157,MGInt,Std3
2680648157,MSInt,Std4
2680648157,PAInt,Std5
2680648157,PECap,Std4
2680648157,PEInt,Std4
2680648157,PRCap,Std3
2680648157,PRInt,Std5
2680648157,RJCap,Std3
2680648157,RJInt,Std2
2680648157,ROCap,Std5
2680648157,RSCap,Std3
2680648157,RSInt,Std3
2680648157,SCInt,Std4
2680648157,SECap,Std4
2680648157,SEInt,Std4
2680648157,SPCap,Std2
2680648157,SPInt,Std3
2682483166,MGInt,Std3
2682483166,RSCap,Std4
2682483166,SCCap,Std4
2682483166,SPCap,Std4
2683413517,SPCap,Std1
2683749316,BAInt,Std5
2683749316,CEInt,Std6
2683749316,DFCap,Std3
2683749316,MGInt,Std4
2683749316,PECap,Std6
2683749316,PEInt,Std3
2683749316,PRInt,Std5
2683749316,RJCap,Std5
2683749316,SPCap,Std1
2683749316,SPCap,Std3
2683749316,SPInt,Std5
2686751817,CEInt,Std6
2686751817,PRCap,Std4
2686751817,RJCap,Std1
2686751817,SPInt,Std2
2686751817,TOInt,Std3
2704412387,ACInt,Std7
2704412387,ALCap,Std4
2704412387,AMCap,Std2
2704412387,BACap,Std4
2704412387,BAInt,Std6
2704412387,BAInt,Std5
2704412387,CECap,Std5
2704412387,DFCap,Std3
2704412387,DFCap,Std2
2704412387,ESInt,Std4
2704412387,ESInt,Std5
2704412387,GOCap,Std4
2704412387,GOInt,Std3
2704412387,MACap,Std5
2704412387,MAInt,Std6
2704412387,MGCap,Std4
2704412387,MGInt,Std5
2704412387,MGInt,Std5
2704412387,MSCap,Std2
2704412387,MSInt,Std5
2704412387,MTCap,Std5
2704412387,PACap,Std6
2704412387,PECap,Std4
2704412387,PEInt,Std5
2704412387,PICap,Std5
2704412387,PRCap,Std4
2704412387,PRInt,Std3
2704412387,PRInt,Std6
2704412387,RJCap,Std5
2704412387,RJCap,Std3
2704412387,RJInt,Std5
2704412387,RNCap,Std4
2704412387,RSCap,Std3
2704412387,RSCap,Std5
2704412387,RSInt,Std4
2704412387,RSInt,Std5
2704412387,SCCap,Std3
2704412387,SCInt,Std3
2704412387,SPCap,Std3
2704412387,SPCap,Std3
2704412387,SPInt,Std4
2704412387,SPInt,Std4
2704412387,TOCap,Std3
2704905467,ACCap,Std5
2704905467,ALCap,Std5
2704905467,ALInt,Std7
2704905467,AMCap,Std
2704905467,AMInt,Std7
2704905467,APCap,Std7
2704905467,BACap,Std5
2704905467,BAInt,Std5
2704905467,BAInt,Std5
2704905467,CECap,Std6
2704905467,CEInt,Std6
2704905467,DFCap,Std3
2704905467,DFCap,Std4
2704905467,DFCap,Std4
2704905467,ESCap,Std5
2704905467,ESInt,Std5
2704905467,GOCap,Std5
2704905467,GOInt,Std5
2704905467,MACap,Std6
2704905467,MAInt,Std6
2704905467,MGCap,Std3
2704905467,MGCap,Std3
2704905467,MGInt,Std4
2704905467,MGInt,Std4
2704905467,MSCap,Std6
2704905467,MSInt,Std6
2704905467,MTCap,Std6
2704905467,MTInt,Std5
2704905467,PACap,Std6
2704905467,PAInt,Std6
2704905467,PBCap,Std6
2704905467,PBInt,Std5
2704905467,PECap,Std5
2704905467,PEInt,Std5
2704905467,PEInt,Std6
2704905467,PICap,Std5
2704905467,PIInt,Std6
2704905467,PRCap,Std3
2704905467,PRCap,Std3
2704905467,PRInt,Std5
2704905467,PRInt,Std4
2704905467,RJCap,Std4
2704905467,RJCap,Std4
2704905467,RJInt,Std4
2704905467,RJInt,Std4
2704905467,RNCap,Std5
2704905467,RNInt,Std5
2704905467,ROCap,Std6
2704905467,ROInt,Std6
2704905467,RSCap,Std5
2704905467,RSCap,Std4
2704905467,RSInt,Std5
2704905467,RSInt,Std5
2704905467,SCCap,Std5
2704905467,SCInt,Std5
2704905467,SCInt,Std4
2704905467,SECap,Std6
2704905467,SPCap,Std2
2704905467,SPCap,Std1
2704905467,SPInt,Std2
2704905467,SPInt,Std2
2704905467,TOCap,Std5
2704905467,TOInt,Std6
2713896167,ALInt,Std7
2713896167,RSCap,Std3
2713896167,SPInt,Std4
2718431441,MGCap,Std5
2718514641,ALCap,Std3
2718514641,CECap,Std7
2718514641,PRInt,Std5
2718514641,SPCap,Std3
2720533987,ALCap,Std5
2720533987,ALInt,Std5
2720533987,BACap,Std4
2720533987,BAInt,Std5
2720533987,CECap,Std5
2720533987,DFCap,Std4
2720533987,ESCap,Std5
2720533987,ESInt,Std6
2720533987,GOCap,Std5
2720533987,GOInt,Std5
2720533987,MGCap,Std3
2720533987,MGInt,Std4
2720533987,MSCap,Std5
2720533987,MTCap,Std7
2720533987,MTInt,Std5
2720533987,PACap,Std5
2720533987,PBInt,Std7
2720533987,PECap,Std4
2720533987,PICap,Std6
2720533987,PRCap,Std3
2720533987,PRInt,Std5
2720533987,RJCap,Std4
2720533987,RJInt,Std4
2720533987,RNCap,Std5
2720533987,ROInt,Std6
2720533987,RSCap,Std3
2720533987,RSInt,Std4
2720533987,SCCap,Std5
2720533987,SCInt,Std5
2720533987,SECap,Std6
2720533987,SPCap,Std2
2720533987,SPInt,Std2
2720533987,TOInt,Std5
2735351597,AMCap,Std
2735351597,BACap,Std6
2735351597,BAInt,Std5
2735351597,BAInt,Std5
2735351597,CECap,Std3
2735351597,CECap,Std5
2735351597,CEInt,Std6
2735351597,CEInt,Std7
2735351597,DFCap,Std3
2735351597,ESInt,Std5
2735351597,GOCap,Std6
2735351597,GOInt,Std6
2735351597,MACap,Std7
2735351597,MGCap,Std4
2735351597,MGInt,Std5
2735351597,MSInt,Std7
2735351597,PACap,Std7
2735351597,PACap,Std6
2735351597,PEInt,Std5
2735351597,PICap,Std6
2735351597,PIInt,Std6
2735351597,PRCap,Std1
2735351597,PRCap,Std3
2735351597,PRInt,Std5
2735351597,PRInt,Std4
2735351597,RJCap,Std5
2735351597,RJInt,Std6
2735351597,ROCap,Std7
2735351597,RSCap,Std3
2735351597,RSCap,Std5
2735351597,RSInt,Std5
2735351597,SCInt,Std5
2735351597,SECap,Std5
2735351597,SECap,Std7
2735351597,SPCap,Std2
2735351597,SPCap,Std1
2735351597,SPInt,Std4
2735351597,SPInt,Std4
2735351597,TOCap,Std6
2742468176,CEInt,Std6
2742468176,MACap,Std5
2742468176,MGCap,Std2
2742468176,MGInt,Std4
2742468176,RJCap,Std2
2742468176,SPCap,Std2
2742468176,SPInt,Std3
2760475417,ALCap,Std5
2760475417,CECap,Std5
2760475417,DFCap,Std4
2760475417,GOCap,Std5
2760475417,MACap,Std4
2760475417,MGCap,Std3
2760475417,PECap,Std5
2760475417,PRCap,Std3
2760475417,PRInt,Std4
2760475417,RJCap,Std3
2760475417,RSCap,Std5
2760475417,RSInt,Std5
2760475417,SCCap,Std3
2760475417,SCInt,Std3
2760475417,SPCap,Std1
2760475417,SPInt,Std2
2763429421,DFCap,Std2
2763429421,PRCap,Std3
2763429421,PRInt,Std2
2763429421,RSInt,Std5
2763429421,SCInt,Std5
2763429421,SPCap,Std1
2763429421,SPInt,Std5
2764871657,GOCap,Std2
2764871657,RRCap,Std7
2764871657,RSInt,Std4
2764871657,SPCap,Std1
2767816222,RJCap,Std4
2767816222,RSCap,Std4
2767816222,SPCap,Std3
2771780530,MAInt,Std4
2772697940,ALCap,Std6
2772697940,BAInt,Std5
2772697940,BAInt,Std4
2772697940,DFCap,Std3
2772697940,ESInt,Std4
2772697940,GOCap,Std4
2772697940,MAInt,Std4
2772697940,MGCap,Std4
2772697940,MGInt,Std3
2772697940,MSCap,Std7
2772697940,MSInt,Std6
2772697940,MTInt,Std5
2772697940,PAInt,Std5
2772697940,PECap,Std3
2772697940,PECap,Std4
2772697940,PECap,Std6
2772697940,PICap,Std7
2772697940,PRCap,Std3
2772697940,PRInt,Std4
2772697940,RJCap,Std3
2772697940,RJInt,Std3
2772697940,RSInt,Std5
2772697940,SCCap,Std2
2772697940,SCInt,Std4
2772697940,SPCap,Std3
2772697940,SPInt,Std3
2775019267,GOInt,Std5
2775019267,PRInt,Std3
2782016841,SPCap,Std2
2782748121,AMCap,Std7
2782748121,BACap,Std3
2782748121,BAInt,Std5
2782748121,CECap,Std5
2782748121,DFCap,Std4
2782748121,ESCap,Std3
2782748121,ESInt,Std5
2782748121,GOCap,Std4
2782748121,MACap,Std7
2782748121,MAInt,Std6
2782748121,MGCap,Std3
2782748121,MGInt,Std3
2782748121,MSCap,Std4
2782748121,MSInt,Std5
2782748121,MTCap,Std4
2782748121,PRCap,Std4
2782748121,PRInt,Std5
2782748121,RJCap,Std4
2782748121,RJInt,Std4
2782748121,RNCap,Std5
2782748121,RSCap,Std4
2782748121,RSInt,Std5
2782748121,SCInt,Std4
2782748121,SPCap,Std4
2782748121,SPInt,Std4
2782748121,TOInt,Std5
2787469001,RJCap,Std5
2788226471,DFCap,Std2
2788226471,MGCap,Std3
2788226471,RJCap,Std1
2788226471,RSInt,Std5
2788226471,SPCap,Std3
2788226471,SPInt,Std4
2789138041,ALInt,Std6
2789138041,BAInt,Std5
2789138041,DFCap,Std4
2789138041,ESInt,Std5
2789138041,GOCap,Std5
2789138041,MGCap,Std2
2789138041,MGInt,Std4
2789138041,MSInt,Std5
2789138041,MTInt,Std4
2789138041,PAInt,Std6
2789138041,PBCap,Std5
2789138041,PEInt,Std5
2789138041,PRCap,Std4
2789138041,PRInt,Std3
2789138041,RJCap,Std3
2789138041,RJInt,Std3
2789138041,RNInt,Std5
2789138041,RSInt,Std5
2789138041,SCCap,Std2
2789138041,SCInt,Std5
2789138041,SPCap,Std3
2789138041,SPInt,Std3
2789784177,ESInt,Std5
2789784177,SPCap,Std5
2799378047,BAInt,Std6
2799378047,MGCap,Std5
2799378047,PRInt,Std3
2799378047,RJCap,Std4
2799378047,RJInt,Std5
2799378047,SCCap,Std5
2799378047,SPCap,Std3
2799378047,SPInt,Std1
2808543131,ALCap,Std6
2808543131,ALInt,Std5
